ID,名刺画像ファイル名（表）,名刺画像ファイル名（裏）,回答日時,テスト回答,Q.01_社員CD（8桁）,Q.02_お客様の主な業界,Q.03_打ち合わせ種類（複数選択可）,Q.04_【打合せ内容】フリー入力,Q.05_【打合せ内容】イメージ図・ポンチ絵,Q.06_【打合せ内容】緊急度（複数選択可）,Q.07_【打合せ内容】営業フォロー担当者（例：支店名＋営業氏名）,Q.08_【案件情報】案件名（ライン名・装置名など）,Q.09_【案件情報】必要時期(見込時期),Q.10_【案件情報】案件種別,Q.11_【案件情報】開発要望（THKに対する新製品の開発要望があればチェックを入れてください。）,Q.12_カタログの請求：総合,Q.13_カタログ請求：要素部品,Q.14_カタログ請求：事業開発,Q.15_カタログ請求：IMT,Q.16_カタログの請求：フリー入力(上記カタログ以外の場合)
924,0008000091_00321_1.jpg,0008000091_00321_2.jpg,2025/4/10 14:46,通常回答,11093153,一般産業機械,要素部品,"ボールブッシュ、スプライン使い訳問い合わせ。単品カタログ希望された。
総合カタログ発送ください",手書きデータ,カタログ希望、情報収集,,,,,,直動総合ｶﾀﾛｸﾞ / 515J,,,,
925,0008000091_00322_1.jpg,,2025/4/10 14:52,通常回答,11020103,半導体/液晶,アクチュエータ,"ローコストアクチュエーターに興味。
ローコストの選択肢が現状IAIしかないため、THKで対応可能なものがあれば教えてほしい。ALK、ESを紹介。
いいモノがあれば置き換えるとのこと。",手書きデータ,営業打合せ希望(THK要望),豊田支店　谷口英斗,,1年以内,開発（試作）,,,,,,
926,0008000091_00323_1.jpg,,2025/4/10 14:53,通常回答,11099084,その他,要素部品,リング関係の要望、剛性、高速性不要,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
928,0008000091_00324_1.jpg,,2025/4/10 14:53,通常回答,11099084,その他,要素部品,リング関係の要望、剛性、高速性不要,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
929,0008000091_00325_1.jpg,0008000091_00325_2.jpg,2025/4/10 14:54,通常回答,11086712,その他,SIGNAS,"シグナスに興味あり。自動販売機の部品を搬送
連絡は要らない
案件が具体化したら、お客様から連絡するとの事",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
930,0008000091_00326_1.jpg,,2025/4/10 14:56,通常回答,11020103,一般産業機械,アクチュエータ,"アクチュエーター、VTSなど幅広くご紹介。
デンソー向けAPS6ラインの設備案件あり。
※すでに設計完了済みとのこと。
営業マンご存じないとのことでしたので、ご担当者判断でフォローお願いします。",手書きデータ,説明員判断でフォローが必要,豊田支店　谷口英斗,,1年以内,今回限り,,,,,,
931,0008000091_00327_1.jpg,,2025/4/10 14:58,通常回答,11020103,輸送機器（自動車等）,要素部品,"保全技能育成に携わる。定期的にTHK製品オンラインセミナー受講している。
対面セミナー実施のご案内。
タイミングが合えばお願いしたいとのこと。",手書きデータ,説明員判断でフォローが必要,豊田支店　谷口英斗,,1年以内,,,,,,,
932,0008000091_00328_1.jpg,,2025/4/10 15:02,通常回答,11020103,一般産業機械,要素部品,"特殊環境下ガイドについてご紹介。
メッキ設備の製作が多く、耐食性を求めている。現状表面処理を施して購入しているが、より強化できないか検討している。
HSR-M2ガイドに興味。",手書きデータ,営業打合せ希望(THK要望),豊田支店　谷口英斗,メッキ設備用ガイドの耐食性向上,1年以内,今回限り,,,,,,
933,0008000091_00329_1.jpg,,2025/4/10 15:08,通常回答,11093153,電気/電子部品,要素部品,OEMで水分析装置製作。50本くらいの試験管に試験液を滴下する。位置決めしゆうどう部6角軸、ナツト機構だが古くなるとかじる。スプラインφ8-300程度,手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
934,0008000091_00330_1.jpg,,2025/4/10 15:12,通常回答,11020103,一般産業機械,アクチュエータ,アクチュエーター、特にSKRの特性についてご紹介。方持ち方式で設計したい場面があっても、保全を説得できない（説得できる要素、根拠に乏しい）このあたりを相談したい。機会があれば相談したいので営業フォローお願いします。,手書きデータ,営業打合せ希望(THK要望),豊田支店　谷口,,1年以内,今回限り,,,,,,
936,0008000091_00331_1.jpg,,2025/4/10 15:16,通常回答,11024521,医療,VTS･GLM,,手書きデータ,カタログ希望、情報収集,,,,開発（試作）,,,,,,
937,0008000091_00332_1.jpg,,2025/4/10 15:17,通常回答,11024521,医療,VTS･GLM,,手書きデータ,カタログ希望、情報収集,,,,開発（試作）,,,,,,
941,0008000091_00333_1.jpg,,2025/4/10 15:21,通常回答,11011067,輸送機器（自動車等）,要素部品/新製品(SPH)/新製品(RT),"情報収集のため来場、特に案件等なし。
エムガイドボールネジ等の要素部品に興味あり。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
948,0008000091_00334_1.jpg,,2025/4/10 15:27,通常回答,11019158,一般産業機械,PPR,自動車の内外装部品の袋詰めで自動化の用途有。PPRをいつか横並びにしてシール貼りができることを説明。,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
949,0008000091_00335_1.jpg,0008000091_00335_2.jpg,2025/4/10 15:28,通常回答,11086712,輸送機器（自動車等）,SIGNAS,"シグナスに興味あり
4種類、AG V使用している
更新時にシグナス検討するかもしれない",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
950,0008000091_00336_1.jpg,,2025/4/10 15:29,通常回答,11019158,一般産業機械,要素部品,設計勉強のために来場。LM、ボールねじについて説明。設計、剪定で悩んだら連絡をするよう誘導。,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
951,0008000091_00337_1.jpg,,2025/4/10 15:31,通常回答,11024080,一般産業機械,要素部品/OMNIedge,"開発に最近配属され勉強も兼ねてブースを覗かれた。
社内で新規授業が立ち上がる？",手書きデータ,挨拶・売込み,豊田支店,,3ヶ月以内,,,,,,,
952,0008000091_00338_1.jpg,,2025/4/10 15:31,通常回答,11024521,輸送機器（自動車等）,アクチュエータ/VTS･GLM,,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
953,0008000091_00339_1.jpg,,2025/4/10 15:32,通常回答,11024521,輸送機器（自動車等）,アクチュエータ/VTS･GLM/PRS･TNH,,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
954,0008000091_00340_1.jpg,,2025/4/10 15:32,通常回答,11023080,一般産業機械,要素部品,"鍛造用の炉の搬入出にLMガイドを検討しているとのこと。
NM1を紹介するも、雰囲気が1200度程度とのことで難しい様子でした。",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
955,0008000091_00341_1.jpg,0008000091_00341_2.jpg,2025/4/10 15:33,通常回答,11011090,一般産業機械,要素部品,"ガラスの4面をカットする装置に三菱リニアを使用中。
ケーブルベアの動く際に振動が出ておりカット面の精度に影響が出ているとのこと。
サイルベアであれば振動が出ない為改善する可能性あると回答。
またVTSにも興味を持って頂き、FA伊藤さんに引き継ぎ実施。",手書きデータ,説明員判断でフォローが必要,,,それ以降,,,,,,,
956,0008000091_00342_1.jpg,,2025/4/10 15:38,通常回答,11089121,輸送機器（自動車等）,アクチュエータ,"コンテナ移載ユニット興味あり　可搬30kg
通常、装置メーカーへ依頼し専用機となりコストかさむ→標準ロボ(ユニット)でコストダウンしたい
＊現在、OMNIedge使用している。",手書きデータ,営業打合せ希望(THK要望),,,,,,,,,,コンテナ移載ユニット
957,0008000091_00343_1.jpg,,2025/4/10 15:40,通常回答,11024078,その他,該当なし,"従来のVRだとゲージズレがおき懸念点だったが、ゲージズレがおきないVRGに興味あり。
カタログの配布と製品のご説明。",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
959,0008000091_00344_1.jpg,0008000091_00344_2.jpg,2025/4/10 15:45,通常回答,11086715,商社,SIGNAS,情報収集のため来場,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
960,0008000091_00345_1.jpg,,2025/4/10 15:45,通常回答,99989121,その他,要素部品,"自社開発の風力発電機にクロスローラーリング
希望
上海でも中国部品使い作っているが、名古屋では日本製部品使いMade in Japan の風力発電機を商品化する
 
直動総合カタログ2部、高速複列アンギュラリングBWHカタログ2部

風力発電機用にクロス選定希望→BWH最適と思われる。",手書きデータ,営業打合せ希望(客先要望),,風力発電,,開発（試作）,,直動総合ｶﾀﾛｸﾞ / 515J,クロスローラーリング RB-H / RE-H / RU-H / L-83,,,高速複列BWH
961,0008000091_00346_1.jpg,,2025/4/10 15:46,通常回答,11093153,輸送機器（自動車等）,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ)/SIGNAS,グリスレス問い合わせ、ガイドからはみ出るのが嫌。リテーナ紹介。垂直リフター話しする。シグナス興味,手書きデータ,説明員判断でフォローが必要,豊田　三浦,,,,,,,,,
962,0008000091_00347_1.jpg,,2025/4/10 15:49,通常回答,11024544,工作機械,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"加工工程での縦形研削盤加工の心出しの自動化を検討しており、1〜2μmの精度での位置決め精度が必要。
製品のカタログを所望
",手書きデータ,営業打合せ希望(THK要望),,,,,,ﾕﾆｯﾄｿﾘｭｰｼｮﾝ総合ｶﾀﾛｸﾞ / 427-4,,,,
963,,,2025/4/10 15:56,通常回答,11006507,SIer,SIGNAS,SIGNAS等AGVのsier,手書きデータ,カタログ希望、情報収集,IMT 矢崎,AGV搬送,,,,,,,,AGV製品のカタログ一式ご要望
964,0008000091_00349_1.jpg,0008000091_00349_2.jpg,2025/4/10 16:00,通常回答,11086712,その他,該当なし,スタンディングチェアの売り込み,手書きデータ,挨拶・売込み,,,,,,,,,,
967,0008000091_00350_1.jpg,,2025/4/10 16:12,通常回答,11023080,その他,要素部品,"マットレスの耐久試験機に使用されている中国産リニアガイドの置き換えを検討されているとのこと。

人の寝返りを再現するイメージで、200 kg の質量を片道1000mm1分あたり20往復、72時間連続動作するとのこと。

現行のガイドは異音がするとのことで、THK製品を検討中のようです。",手書きデータ,営業打合せ希望(THK要望)/説明員判断でフォローが必要,,,,,,,,,,
970,0008000091_00351_1.jpg,0008000091_00351_2.jpg,2025/4/10 16:21,通常回答,11011067,その他,要素部品/アクチュエータ,"ステンレス特殊鋼材を制作されている会社。
本日は情報収集のために来場
特に案件等は無し。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
974,0008000091_00352_1.jpg,,2025/4/10 16:27,通常回答,11024544,電気/電子部品,該当なし,"コンテナ移載機を確認頂いたところ
今後ユニットでの自動化を検討される可能性がありカタログをご所望
送付お願いします。",手書きデータ,カタログ希望、情報収集,,,,,,ﾕﾆｯﾄｿﾘｭｰｼｮﾝ総合ｶﾀﾛｸﾞ / 427-4,,,,
980,0008000091_00353_1.jpg,0008000091_00353_2.jpg,2025/4/10 16:50,通常回答,11024078,輸送機器（自動車等）,要素部品,"ロボットのチャック部分にミニチュアで剛性の高いLMガイドを探しているとのこと。
HDRの紹介とRSXとの許容荷重の違いをご説明。
試作段階。",手書きデータ,説明員判断でフォローが必要,,ロボットチャック用ガイド,,開発（試作）,,,,,,
981,0008000091_00354_1.jpg,0008000091_00354_2.jpg,2025/4/10 16:50,通常回答,11024078,輸送機器（自動車等）,要素部品,"ロボットのチャック部分にミニチュアで剛性の高いLMガイドを探しているとのこと。
HDRの紹介とRSXとの許容荷重の違いをご説明。
試作段階。",手書きデータ,説明員判断でフォローが必要,,ロボットチャック用ガイド,,開発（試作）,,,,,,
982,0008000091_00355_1.jpg,0008000091_00355_2.jpg,2025/4/10 16:54,通常回答,11011067,その他,該当なし,"IOT関係の仕事、
臭いの種類、濃度を検知して、危険を知らせるシステムを組み立てている。
情報収集のために来場。特に案件等なし。
",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
983,,,2025/4/10 16:54,通常回答,11023109,輸送機器（自動車等）,要素部品,"過去に社内装置で検討していた、引き出しのような機構があり、そこにATGを使えばよかったとのこと。
結局その時は他社のガイドを4本使ったらしい。
自動化のためのものであり、進めている最中ではある。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
984,0008000091_00357_1.jpg,,2025/4/10 16:55,通常回答,11011067,一般産業機械,該当なし,"専用機自動機を専門に取り扱っている会社。
特に案件等は無し。
情報収集のために来場。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
988,0008000091_00358_1.jpg,,2025/4/10 17:03,通常回答,11090010,半導体/液晶,要素部品,"プリント基盤の実装、機に使用するエルエムガイド年内の開発案件ということです、
装置メーカーを探しています",手書きデータ,カタログ希望、情報収集,,,6ヶ月以内,開発（試作）,,,,,,
992,0008000091_00359_1.jpg,,2025/4/11 10:19,通常回答,11003073,その他,アクチュエータ,具体的案件はないがIAIのアクチュエーター使用。過去にたわみが大きく苦労した経験あり。,手書きデータ,挨拶・売込み,豊田支店,なし,それ以降,,,,,,,
993,0008000091_00360_1.jpg,,2025/4/11 10:20,通常回答,11003073,その他,アクチュエータ,具体的案件はないがIAIのアクチュエーター使用。過去にたわみが大きく苦労した経験あり。,手書きデータ,挨拶・売込み,豊田支店,なし,それ以降,,,,,,,
994,0008000091_00361_1.jpg,,2025/4/11 10:22,通常回答,11021059,電気/電子部品,アクチュエータ/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"モーター(max20kg)の外観検査装置構想中
カメラ角度を振るチルト機構を模索中
HCRが好感触
ユニットでの提案もほしいとのこと",手書きデータ,営業打合せ希望(客先要望),小牧　三浦さん,外観検査装置,1年以内,今回限り,,,,,,
995,0008000091_00362_1.jpg,0008000091_00362_2.jpg,2025/4/11 10:24,通常回答,1071,一般産業機械,要素部品/新製品(RT),"減速機の設計
クロスローラーリング
組付セミナーに興味あり
",手書きデータ,営業打合せ希望(THK要望),,,,,,,,,,
996,0008000091_00363_1.jpg,0008000091_00363_2.jpg,2025/4/11 10:24,通常回答,11019146,FAロボット製造業,要素部品,ウエハーの設備にて装置中のロボットを試作検討中。クリーン環境のため、低発塵グリース必須。ガイド、クロスローラーリングを使用予定。これから具体的に試作設計予定とのことで営業フォロー願います。,手書きデータ,営業打合せ希望(客先要望),浜松支店　武田和大,ウエハー製造装置,3ヶ月以内,開発（試作）,,,,,,
997,0008000091_00364_1.jpg,,2025/4/11 10:25,通常回答,11018559,一般産業機械,アクチュエータ/PRS･TNH,"計測にて電動、自動化をしたい。
異形ワーク多数あり。固定させる物でならいハンド、左右ねじKRのご紹介。
具体的案件ありそう。現在はマグネットチャックを使用中。
案件化の時期を聞くの忘れた。",手書きデータ,営業打合せ希望(THK要望),豊田支店　奥田彰郎,計測工程,,開発（試作）,,,,,,
999,0008000091_00365_1.jpg,,2025/4/11 10:29,通常回答,11498189,FAロボット製造業,要素部品,調達から部署異動,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1000,0008000091_00366_1.jpg,,2025/4/11 10:29,通常回答,11090010,一般産業機械,要素部品,"治具関係の設計を担当することが多く、昔モノキャリアのすべりネジバージョンの制作についてTHKに問い合わせいただいた過去があります。
当時、THKからは製作不可と回答されたようです、
他に新事務所建設中で、その新事務所でのクロスローリング、組み付け実習を実施することに興味を示されております。",手書きデータ,カタログ希望、情報収集,,,それ以降,,,,,,,
1001,0008000091_00367_1.jpg,,2025/4/11 10:30,通常回答,11090010,一般産業機械,要素部品,"治具関係の設計を担当することが多く、昔モノキャリアのすべりネジバージョンの制作についてTHKに問い合わせいただいた過去があります。
当時、THKからは製作不可と回答されたようです、
他に新事務所建設中で、その新事務所でのクロスローリング、組み付け実習を実施することに興味を示されております。",手書きデータ,カタログ希望、情報収集,,,それ以降,,,,,,,
1003,0008000091_00368_1.jpg,,2025/4/11 10:36,通常回答,11011067,輸送機器（自動車等）,アクチュエータ,"株式会社アイシン安城工場生産技術の仕事をしている。
生産性向上を目的に速度が速い製品をご所望。
KSFに非常に興味あり。
情報収集のため来場。
特に案件などなし。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1005,0008000091_00369_1.jpg,,2025/4/11 10:37,通常回答,11024080,工作機械,アクチュエータ/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"社内設備で倉庫の搬送にアクチュエータを検討予定。
予算は200-300万
ロボットではコストがかかるのでアクチュエータに変更したい。
現在、構想段階",手書きデータ,営業打合せ希望(THK要望),THK名古屋支店芹沢チームリーダー,社内設備搬送装置,,今回限り,,,,,,
1007,0008000091_00370_1.jpg,,2025/4/11 10:37,通常回答,11084761,一般産業機械,要素部品,"トヨタ自動車　元町　てジグの設計。
ガイド、スプラインなど採用
",手書きデータ,挨拶・売込み,,,,,,,,,,
1008,0008000091_00371_1.jpg,,2025/4/11 10:37,通常回答,11011067,輸送機器（自動車等）,アクチュエータ,"株式会社アイシン安城工場生産技術の仕事をしている。
生産性向上を目的に速度が速い製品をご所望。
KSFに非常に興味あり。
情報収集のため来場。
特に案件などなし。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1009,0008000091_00372_1.jpg,,2025/4/11 10:38,通常回答,11498189,SIer,該当なし,,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1010,0008000091_00373_1.jpg,,2025/4/11 10:38,通常回答,11084761,一般産業機械,要素部品,"トヨタ自動車　元町　てジグの設計。
ガイド、スプラインなど採用
豊田支店セミナー参加した事あり",手書きデータ,挨拶・売込み,,,,,,,,,,
1012,,,2025/4/11 10:42,通常回答,11091650,その他,該当なし,新人の勉強のため,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1014,0008000091_00375_1.jpg,,2025/4/11 10:44,通常回答,11099084,物流（運輸/倉庫）,新製品(RT)/該当なし,"AG Vを開発しているメーカーさん。
シャトの部分のリング関係の製品を探しています。営業からカタログの提供及びアポイントお願いします。",手書きデータ,営業打合せ希望(THK要望)/説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,,,,,
1015,,,2025/4/11 10:44,通常回答,11016087,輸送機器（自動車等）,要素部品/VTS･GLM,"ATG.AWG興味あり。

VTS紹介。
現状使える工程はないが、ワークが小さく搬送が必要な工程はあるので今後必要となれば検討。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1018,0008000091_00377_1.jpg,0008000091_00377_2.jpg,2025/4/11 10:46,通常回答,11016087,半導体/液晶,OMNIedge,ご挨拶で来場,手書きデータ,挨拶・売込み,,,,,,,,,,
1019,0008000091_00378_1.jpg,,2025/4/11 10:49,通常回答,11090010,一般産業機械,要素部品/VTS･GLM,"缶の製造装置に使うLMガイドについて打ち合わせしました。
結露によって、LMガイドが錆びる.
食品関連なので、油の飛散が気になる、
APC処理とL 700のご使用を提案してあります

",手書きデータ,カタログ希望、情報収集,,,それ以降,,,,,,,
1021,0008000091_00379_1.jpg,,2025/4/11 10:49,通常回答,11018559,電気/電子部品,アクチュエータ,"パレタイジングKR。
具体的な時期はなし。
人が行う工程2種を自動化したい。
案件1、ワーク20〜250kg
案件2、ワーク15〜20kg
案件2はチューブを巻いた物を内径把持してパレタイジング。内径把持に左右ねじKRをご紹介。好感触。
ユニット化、もしくは多軸ユニット。最低でも単品アクチュエータが狙えそう",手書きデータ,営業打合せ希望(THK要望),豊田支店　奥田彰郎,,,今回限り,,,,,,
1022,0008000091_00380_1.jpg,,2025/4/11 10:49,通常回答,11090010,一般産業機械,要素部品/VTS･GLM,"缶の製造装置に使うLMガイドについて打ち合わせしました。
結露によって、LMガイドが錆びる.
食品関連なので、油の飛散が気になる、
APC処理とL 700のご使用を提案してあります

",手書きデータ,カタログ希望、情報収集,,,それ以降,,,,,,,
1023,0008000091_00381_1.jpg,0008000091_00381_2.jpg,2025/4/11 10:50,通常回答,11016087,半導体/液晶,該当なし,ご挨拶で来場,手書きデータ,挨拶・売込み,,,,,,,,,,
1025,0008000091_00382_1.jpg,0008000091_00382_2.jpg,2025/4/11 10:50,通常回答,11086712,輸送機器（自動車等）,要素部品/アクチュエータ,"工機部で各工場への装置の設計をされています
本日は、機械要素部品の情報収集のため来場",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1026,0008000091_00383_1.jpg,,2025/4/11 10:50,通常回答,11019119,一般産業機械,アクチュエータ,"多軸ロボットハンド用アクチュエーターの打ち合わせ希望
ロボット先端の幅、角度調整に直行、ロータリーアクチュエータを探されていた。
多種類のバンパーに合わせて幅、角度調整したい。
チャックはトークのイソギンチャクを採用しているとのこと
",手書きデータ,営業打合せ希望(客先要望),,,3ヶ月以内,開発（試作）,,,,,,
1027,0008000091_00384_1.jpg,,2025/4/11 10:51,通常回答,11005060,一般産業機械,要素部品/該当なし,"DYNASに興味あり。
装置製作時に振動で困ることがある。
DYNASのようなサービスがあれば活用してみたいとのこと。
今は具体的な話はない。",手書きデータ,カタログ希望、情報収集,金沢支店 池田佳之,,,,,,,,,
1028,,,2025/4/11 10:51,通常回答,11011067,輸送機器（自動車等）,アクチュエータ,"アイシン安城工場にて生産の仕事をしている。
本日は情報収集のために来場。
コンパクトシリーズ、KR-RLに非常に興味あり。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1029,0008000091_00386_1.jpg,0008000091_00386_2.jpg,2025/4/11 10:57,通常回答,11006507,一般産業機械,アクチュエータ,GLMのリニアスケールの信号を分岐させて、PLCに返したい,手書きデータ,営業打合せ希望(客先要望),IMT矢崎,板金圧入機,3ヶ月以内,,,,,,,
1031,0008000091_00387_1.jpg,,2025/4/11 10:59,通常回答,11012066,一般産業機械,要素部品/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"エレベーター用の大型モーターを組立時に昇降機構を検討中。
油圧で考えていたが電動化に興味を持っていただきました。
25tのワークを底床で100mm程度を昇降。
ユニット提案もあり。",手書きデータ,営業打合せ希望(THK要望),名古屋　芹澤,,1年以内,開発（試作）,,,,,,
1033,0008000091_00388_1.jpg,0008000091_00388_2.jpg,2025/4/11 11:01,通常回答,11006507,電気/電子部品,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"検査機検討中
ロッキングステージに興味あり",手書きデータ,説明員判断でフォローが必要,IMT矢崎,検査機検討,3ヶ月以内,,,,,,,
1034,0008000091_00389_1.jpg,0008000091_00389_2.jpg,2025/4/11 11:01,通常回答,11084761,一般産業機械,該当なし,"パレット搬送を紹介
資材の高木さんは定年で退社
制御の方なので、メカについてはあんまり詳しくなかったですが、パレット搬送には興味を持たれてました",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1039,0008000091_00390_1.jpg,,2025/4/11 11:05,通常回答,11081019,一般産業機械,要素部品,LMガイド使用して頂いている,手書きデータ,カタログ希望、情報収集/挨拶・売込み,案件はないが総ボールとリテーナーの違いと4方向とラジアルタイプの使い分けを理解頂く,,,,,,,,,
1040,0008000091_00391_1.jpg,0008000091_00391_2.jpg,2025/4/11 11:06,通常回答,11091650,電気/電子部品,アクチュエータ,アクチュエーターの引き合いが多いので、情報収集,手書きデータ,カタログ希望、情報収集,,,それ以降,,,直動総合ｶﾀﾛｸﾞ / 515J/General Catalog / 515E/電動ｱｸﾁｭｴｰﾀ総合ｶﾀﾛｸﾞ / 612J/ﾕﾆｯﾄｿﾘｭｰｼｮﾝ総合ｶﾀﾛｸﾞ / 427-4,,,LMｶﾞｲﾄﾞｱｸﾁｭｴｰﾀ KR-RL 左右ねじ仕様 / L-68/RMR紹介ﾘｰﾌﾚｯﾄ / L-85-1/PC/DSP紹介ﾘｰﾌﾚｯﾄ / L-53,
1041,0008000091_00392_1.jpg,0008000091_00392_2.jpg,2025/4/11 11:07,通常回答,1106087,一般産業機械,アクチュエータ,"主にエンジンのねじ締め設備を担当。
ガイド、ボールねじはTHKを使用する方が多い。
アクチュエータはIAIが多い。
現状はリピート案件が多く新規設計はないが、
今後新規案件があればSKR等も検討してみるとの事。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1042,0008000091_00393_1.jpg,0008000091_00393_2.jpg,2025/4/11 11:07,通常回答,11024061,輸送機器（自動車等）,要素部品,"自動車用フェルトの製造会社。
工程の搬送ラインでのガイドの使用検討を提案。繊維物の混入を気にしていたため、防塵オプションについても紹介。",手書きデータ,挨拶・売込み,,,,,,,,,,
1043,0008000091_00394_1.jpg,,2025/4/11 11:09,通常回答,11498189,食品/薬品/化粧品,OMNIedge,保全担当の方　edge興味あり,手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
1045,0008000091_00395_1.jpg,,2025/4/11 11:15,通常回答,11011067,輸送機器（自動車等）,アクチュエータ,"プレスシリーズPCはモーター折り返しなく、直結で対応可能か？
対応可能と回答済み。
現在、ワークを抑える機構を検討中。
20キロニュートンでワークを押さえたい。
ワークを押さえている間に別機構にてワークを加工する。",手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,,,,,
1046,0008000091_00396_1.jpg,,2025/4/11 11:15,通常回答,11011067,輸送機器（自動車等）,アクチュエータ,"プレスシリーズPCはモーター折り返しなく、直結で対応可能か？
対応可能と回答済み。
現在、ワークを抑える機構を検討中。
20キロニュートンでワークを押さえたい。
ワークを押さえている間に別機構にてワークを加工する。",手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,,,,,
1047,0008000091_00397_1.jpg,,2025/4/11 11:15,通常回答,11011067,輸送機器（自動車等）,アクチュエータ,"プレスシリーズPCはモーター折り返しなく、直結で対応可能か？
対応可能と回答済み。
現在、ワークを抑える機構を検討中。
20キロニュートンでワークを押さえたい。
ワークを押さえている間に別機構にてワークを加工する。",手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,,,,,
1048,0008000091_00398_1.jpg,,2025/4/11 11:16,通常回答,11084761,輸送機器（自動車等）,アクチュエータ,電動アクチュエーター総合カタログの最新版を送って欲しい,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
1049,0008000091_00399_1.jpg,,2025/4/11 11:16,通常回答,11006507,電気/電子部品,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),ロッキングステージに興味あり,手書きデータ,カタログ希望、情報収集,IMT矢崎,検査機,3ヶ月以内,,,,,,,
1050,,,2025/4/11 11:17,通常回答,11016087,一般産業機械,アクチュエータ,アクチュエータ総合カタログ郵送希望,手書きデータ,カタログ希望、情報収集,,,,,,電動ｱｸﾁｭｴｰﾀ総合ｶﾀﾛｸﾞ / 612J,,,,
1051,0008000091_00401_1.jpg,,2025/4/11 11:19,通常回答,11005060,一般産業機械,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"自動車のボディー搬送装置のフローティングユニットの案件
世の中にちょうど良いフローティングユニットがない。過去にTHKで検討したことがあり、改めて検討できないかとのこと。",手書きデータ,大至急 営業訪問,金沢支店 池田佳之,,,開発（試作）,,,,,,
1052,0008000091_00402_1.jpg,,2025/4/11 11:19,通常回答,11005060,一般産業機械,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"自動車のボディー搬送装置のフローティングユニットの案件
世の中にちょうど良いフローティングユニットがない。過去にTHKで検討したことがあり、改めて検討できないかとのこと。",手書きデータ,大至急 営業訪問,金沢支店 池田佳之,,,開発（試作）,,,,,,
1054,0008000091_00403_1.jpg,,2025/4/11 11:20,通常回答,11498189,輸送機器（自動車等）,該当なし,"高岡改善部隊　現場要望に対して治具等製作
防塵対策興味あり",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
1055,0008000091_00404_1.jpg,0008000091_00404_2.jpg,2025/4/11 11:22,通常回答,11091650,輸送機器（自動車等）,要素部品,大型のクロスローリング、資料希望。現在構想中資料があればいただきたい。メールで対応お願いします。,手書きデータ,営業打合せ希望(客先要望),,,,,,,,,,
